"affiliation","term","vip","percent_vip","r_squared"
"สพป.สงขลา เขต 3","Student Level",0.835950320707393,100,1.8172082064524075
"สพป.สตูล","Hard to Reach",0.6696095623184546,21.70157379506333,16.920340097087287
"สพป.สตูล","Poor Family",0.09173881119610185,2.9731901888473335,16.920340097087287
"สพป.สตูล","School Distance",2.974719962798637,96.40857661710172,16.920340097087287
"สพป.สตูล","School Size",5.8847040256680145,100,16.920340097087287
"สพป.สตูล","Student Level",2.1192119966868663,68.68216662594699,16.920340097087287
"สพป.สมุทรปราการ เขต 1","Infrastructure & Connectivity",0.5471926281282564,30.548848551001374,10.5896606869306
"สพป.สมุทรปราการ เขต 1","Poor Family",0.6739739563543319,37.626837902432065,10.5896606869306
"สพป.สมุทรปราการ เขต 1","School Distance",1.2439162135632875,69.44576016724605,10.5896606869306
"สพป.สมุทรปราการ เขต 1","School Size",4.420073049855649,95.01339395534349,10.5896606869306
"สพป.สมุทรปราการ เขต 1","Student Level",1.791205410621998,100,10.5896606869306
"สพป.สมุทรปราการ เขต 2","Infrastructure & Connectivity",0.9546210947110937,35.90150905885264,21.614809167307456
"สพป.สมุทรปราการ เขต 2","School Distance",0.21213765538592697,7.978099372365682,21.614809167307456
"สพป.สมุทรปราการ เขต 2","School Size",2.071020856407158,53.75794386860596,21.614809167307456
"สพป.สมุทรปราการ เขต 2","Student Level",2.658999913196412,99.99999999999999,21.614809167307456
"สพป.สมุทรสงคราม","Infrastructure & Connectivity",0.029291467860662942,0.6463174001670295,66.60995499784579
"สพป.สมุทรสงคราม","Poor Family",4.532056208465542,100,66.60995499784579
"สพป.สมุทรสงคราม","School Distance",1.1295836225753582,24.924307436112123,66.60995499784579
"สพป.สมุทรสงคราม","School Size",4.066886326689468,63.715029351309646,66.60995499784579
"สพป.สมุทรสงคราม","Student Level",0.35308937026577575,7.790930959908027,66.60995499784579
"สพป.สมุทรสาคร","Infrastructure & Connectivity",0.7525715938206439,27.426650094384406,17.26113745511331
"สพป.สมุทรสาคร","School Distance",0.8462498353419071,30.84065133062193,17.26113745511331
"สพป.สมุทรสาคร","School Size",6.8396808859672875,100.00000000000001,17.26113745511331
"สพป.สมุทรสาคร","Student Level",1.7628051520976997,64.24350917327364,17.26113745511331
"สพป.สระบุรี เขต 1","Infrastructure & Connectivity",1.0460623393143087,69.93008177636098,4.470173226539707
"สพป.สระบุรี เขต 1","Poor Family",0.7674846634939617,51.30694726608393,4.470173226539707
"สพป.สระบุรี เขต 1","School Distance",0.06345446322063913,4.241980267641672,4.470173226539707
"สพป.สระบุรี เขต 1","School Size",2.7920416793895244,100,4.470173226539707
"สพป.สระบุรี เขต 1","Student Level",0.20391110256105183,13.631615957562689,4.470173226539707
"สพป.สระบุรี เขต 2","Infrastructure & Connectivity",2.3128899902345417,100,7.410164838596864
"สพป.สระบุรี เขต 2","Poor Family",0.35869930003812006,15.508705625975134,7.410164838596864
"สพป.สระบุรี เขต 2","School Distance",0.9491036330915545,41.03539887754495,7.410164838596864
"สพป.สระบุรี เขต 2","School Size",3.596828568409885,83.21374135390208,7.410164838596864
"สพป.สระบุรี เขต 2","Student Level",1.6734068287876167,72.35133689250489,7.410164838596864
"สพป.สระแก้ว เขต 1","Infrastructure & Connectivity",0.1673879206057129,6.307930436136526,5.583868565782503
"สพป.สระแก้ว เขต 1","Poor Family",0.3123317391976012,11.770066064066771,5.583868565782503
"สพป.สระแก้ว เขต 1","School Distance",2.65361075713185,100,5.583868565782503
"สพป.สระแก้ว เขต 1","School Size",0.22034215902338314,7.306863289221308,5.583868565782503
"สพป.สระแก้ว เขต 1","Student Level",1.9114299126778864,72.03128445046897,5.583868565782503
"สพป.สระแก้ว เขต 2","Infrastructure & Connectivity",1.5773080654853893,80.80766802760716,13.408839026660935
"สพป.สระแก้ว เขต 2","Poor Family",0.7334935735889754,37.57788759973231,13.408839026660935
"สพป.สระแก้ว เขต 2","School Distance",0.09891964424700181,5.0677898304291435,13.408839026660935
"สพป.สระแก้ว เขต 2","School Size",3.266552934853207,100,13.408839026660935
"สพป.สระแก้ว เขต 2","Student Level",1.1142542791899306,57.08478379168895,13.408839026660935
"สพป.สิงห์บุรี","Infrastructure & Connectivity",0.8978635937093293,50.128998728667156,4.341440892789309
"สพป.สิงห์บุรี","Poor Family",0.7881741741930967,44.00488276049308,4.341440892789309
"สพป.สิงห์บุรี","School Distance",1.5004860164963656,83.77426386404959,4.341440892789309
"สพป.สิงห์บุรี","School Size",3.4053060181138477,100,4.341440892789309
"สพป.สิงห์บุรี","Student Level",0.23117395158145518,12.906769810158211,4.341440892789309
"สพป.สุพรรณบุรี เขต 1","Infrastructure & Connectivity",1.926644231718873,100,9.323842952878493
"สพป.สุพรรณบุรี เขต 1","Poor Family",0.5162987645771571,26.797825777960913,9.323842952878493
"สพป.สุพรรณบุรี เขต 1","School Distance",1.8706378508595578,97.09306056939486,9.323842952878493
